paper_id,year,semantic_knn,structural_novelty,triple_count,cited_by_count,reference_count,citation_signal,struct_norm,semantic_norm,citation_norm,composite_novelty,n_triples,mean_dist,min_dist,pct_unseen_entity,pct_unseen_pred,transe_unexpectedness,n_citations,mean_link_prob,tgn_unexpectedness,kg_unexpectedness,disruptiveness,disruption_class,rank
NOVEL_MT_37,2021,0.9893997311592102,0.5822784810126582,158.0,23,74,3.1780538303479458,0.5822784804303797,0.9753209764030724,0.3418204916798452,0.8333624287362111,158.0,2.1066122,1.4950058,0.0,0.0,0.59216154,14.0,0.5582703075238636,0.621046719997284,0.6066041281070099,0.9189337586455714,DISRUPTIVE,59
NOVEL_MT_144,2021,0.9838348627090454,0.7198275862068966,232.0,102,44,4.634728988229636,0.7198275854870689,0.9623651251032358,0.4984954397031205,0.8674706486399909,232.0,2.0719488,1.4217869,0.0,0.0,0.5572686,4.0,0.6455763921141624,0.49294478123054714,0.5251067003839504,0.9181864771869648,DISRUPTIVE,60
NOVEL_MT_54,2021,0.9851033091545104,0.6739130434782609,184.0,53,43,3.9889840465642745,0.6739130428043477,0.9653182593374806,0.4290413444477043,0.8534095245418765,184.0,2.0759609,1.4758642,0.0,0.0,0.5613073,8.0,0.6045291721820831,0.5531722954863896,0.557239803272217,0.9179221401330898,DISRUPTIVE,61
NOVEL_MT_24,2021,0.99025696516037,0.788235294117647,85.0,70,44,4.262679877041316,0.7882352933294117,0.9773167461769044,0.4584791225152151,0.8876166932412368,85.0,2.0508814,1.4720219,0.0,0.0,0.53606176,3.0,0.6970058520634969,0.4174836772290048,0.4767727204962163,0.9176679009627328,DISRUPTIVE,62
NOVEL_SUM_60,2021,0.986828625202179,0.6763485477178424,241.0,33,65,3.5263605246161616,0.6763485470414937,0.9693350547674164,0.3792831565199521,0.8517325633974853,241.0,2.0364096,1.4724694,0.0,0.0,0.5214942,11.0,0.5730883489955555,0.5993045945754716,0.5603994021709298,0.9176276536110338,DISRUPTIVE,63
NOVEL_SUM_53,2021,0.986458659172058,0.7064220183486238,109.0,15,26,2.772588722239781,0.7064220176422018,0.9684737181670704,0.2982100652959156,0.8490370127749811,109.0,2.1386795,1.4259857,0.0,0.0,0.62444115,4.0,0.6357947066426277,0.5072971929689755,0.5658691699097806,0.9173071550823193,DISRUPTIVE,64
NOVEL_MT_252,2021,0.981301486492157,0.7028571428571428,175.0,10,55,2.3978952727983707,0.7028571421542856,0.9564670439811964,0.2579093322201459,0.8358892924397093,175.0,2.1325788,1.4737741,0.0,0.0,0.6183001,7.0,0.5910614345754895,0.5729331552970474,0.5956166177982124,0.9169433751611936,DISRUPTIVE,65
NOVEL_SA_W4206670862,2022,0.8915055990219116,1.0,346.0,376,136,5.932245187448011,0.999999999,0.7474087031021942,0.6380517999334414,0.78699127196488,346.0,1.9322877,1.3375529,0.0,0.0,0.41668293,136.0,0.3,0.9999999999999997,0.7083414644002912,0.9164076014356206,DISRUPTIVE,66
NOVEL_SUM_72,2021,0.9814404249191284,0.6826923076923077,104.0,199,46,5.298317366548036,0.6826923070096154,0.9567905135502968,0.5698687133663275,0.8632786922237635,104.0,2.001038,1.3968642,0.0,0.0,0.48588848,8.0,0.59036073833704,0.5739612685958303,0.5299248748679835,0.9162463030358017,DISRUPTIVE,67
NOVEL_MT_78,2021,0.9859176874160768,0.7272727272727273,88.0,27,43,3.332204510175204,0.7272727265454545,0.9672142544994796,0.3584004063018599,0.8583445640889127,88.0,2.0824368,1.4557737,0.0,0.0,0.5678261,5.0,0.6319074988365173,0.5130007915061072,0.5404134418746509,0.9158458418477139,DISRUPTIVE,68
NOVEL_MT_275,2021,0.9598344564437866,0.788135593220339,236.0,16,46,2.833213344056216,0.7881355924322033,0.9064885671049688,0.3047306401959732,0.8226421794795162,236.0,2.2483256,1.4391518,0.0,0.0,0.73481315,8.0,0.6335767693817616,0.5105515144118994,0.6226823340778216,0.9154405827638488,DISRUPTIVE,69
NOVEL_MT_255,2021,0.9902990460395812,0.5806451612903226,62.0,181,37,5.204006687076795,0.5806451607096774,0.977414716797146,0.5597249824704947,0.8562918321469872,62.0,1.9875557,1.4533776,0.0,0.0,0.4723169,11.0,0.5639486437494106,0.6127150454882798,0.5425159682216256,0.914795360267878,DISRUPTIVE,70
NOVEL_MT_245,2021,0.9899581670761108,0.7052631578947368,95.0,25,64,3.258096538021482,0.7052631571894736,0.97662109926575,0.3504296088165927,0.8597303618055788,95.0,2.002899,1.2738589,0.0,0.0,0.48776165,7.0,0.5915794151169914,0.5721731359705455,0.529967391239858,0.9130262994696605,DISRUPTIVE,71
NOVEL_DIA_W4399790131,2024,0.934226393699646,0.6547619047619048,420.0,691,111,6.539585955617669,0.6547619041071429,0.84686914286141,0.7033752749515592,0.7940983083195714,420.0,1.8745666,1.2764162,0.0,0.0,0.35857967,111.0,0.2999999999999998,1.0,0.6792898327112198,0.9115333572805855,DISRUPTIVE,72
NOVEL_QA_61,2021,0.9728542566299438,0.784,125.0,11,23,2.4849066497880004,0.7839999992159999,0.936800621500512,0.2672679753558662,0.839287232429145,125.0,2.1804295,1.4842714,0.0,0.0,0.6664675,4.0,0.6565300777554511,0.47687272423846927,0.5716701060252558,0.9106815732633904,DISRUPTIVE,73
NOVEL_MT_186,2021,0.9888466000556946,0.6518518518518519,135.0,20,45,3.044522437723423,0.6518518512,0.974033203944363,0.3274583163618105,0.8449394446372351,135.0,2.0620174,1.4886303,0.0,0.0,0.54727155,6.0,0.5948124984900156,0.5674293171379584,0.5573504334198245,0.9102393697611754,DISRUPTIVE,74
NOVEL_DIA_W4368367885,2023,0.9296654462814332,0.7294117647058823,85.0,1116,24,7.018401799069201,0.7294117639764705,0.8362505708204144,0.7548750530452434,0.8067452576741085,85.0,1.8088447,1.3464341,0.0,0.0,0.29242268,24.0,0.3,0.9999999999999997,0.6462113410234449,0.9101381746104963,DISRUPTIVE,75
NOVEL_SA_41,2021,0.9836694002151488,0.7619047619047619,168.0,49,39,3.912023005428146,0.761904761142857,0.961979903514294,0.4207636807183696,0.8678432527604142,168.0,2.150783,1.472286,0.0,0.0,0.6366248,2.0,0.7297741264104843,0.36940364370570716,0.5030142283927705,0.9098898898707539,DISRUPTIVE,76
NOVEL_MT_150,2021,0.9907204508781432,0.6206896551724138,174.0,35,39,3.58351893845611,0.6206896545517241,0.9783958106854086,0.3854309180637747,0.8475580901965083,174.0,2.0661783,1.444428,0.0,0.0,0.55145997,7.0,0.610300212247031,0.544704599053895,0.5480822835719762,0.9090048433563229,DISRUPTIVE,77
NOVEL_DIA_W4386544117,2023,0.9286120533943176,0.7183544303797469,316.0,370,103,5.916202062607435,0.7183544296613924,0.8337981136369259,0.6363262568451777,0.7909621911626443,316.0,1.8762101,1.3075886,0.0,0.0,0.36023408,103.0,0.3,0.9999999999999997,0.6801170408725736,0.9089961099581904,DISRUPTIVE,78
NOVEL_SUM_24,2021,0.9858666658401488,0.6170212765957447,141.0,12,71,2.5649493574615367,0.6170212759787234,0.96709546859165,0.2758770924926137,0.8279587924591609,141.0,2.1007216,1.461789,0.0,0.0,0.58623195,11.0,0.5727363391356035,0.5998210894536518,0.5930265181994211,0.9086970069421495,DISRUPTIVE,79
